002051,51信用卡,-
001969,中国春来,教育
007373,XI华夏沪深三百,-
002057,中通快递-SW,航空货运及物流
000122,鳄鱼恤,服装
000187,京城机电股份,工业零件及器材
000357,美兰空港,航空服务
003983,中海石油化学,化肥及农用化合物
001589,中国物流资产,地产投资
001098,路劲,地产发展商
000459,美联工商铺,地产代理
001075,首都信息,系统开发及资讯科技顾问
002293,百本医护,医疗及医学美容服务
001692,登辉控股,家庭电器
003836,和谐汽车,汽车零售商
000709,佐丹奴国际,服装
000525,广深铁路股份,公共运输
009993,金辉控股,地产发展商
001201,天臣控股,地产发展商
008235,赛迪顾问,系统开发及资讯科技顾问
000672,众安集团,地产发展商
008426,雅居投资控股,物业服务及管理
002223,卡撒天娇,家具
001483,誉宴集团,餐饮
002329,国瑞置业,地产发展商
006823,香港电讯-SS,电讯服务
000826,天工国际,钢铁
000480,香港兴业国际,地产发展商
000997,普汇中金国际,采购及供应链管理
002000,晨讯科技,电讯设备
002232,晶苑国际,服装
002346,星宇控股,工业零件及器材
003991,长虹佳华,电脑及周边器材
001323,华盛国际控股,综合企业
008471,新达控股,纺织品及布料
000316,东方海外国际,航运及港口
000230,五矿地产,地产发展商
001658,邮储银行,银行
003633,中裕燃气,燃气供应
003888,金山软件,软件开发
002327,美瑞健康国际,综合企业
000936,鹏程亚洲,重机械
002236,惠生工程,气油设备与服务
006083,环宇物流(亚洲),航空货运及物流
006889,Dynam,赌场及博彩
001971,弘阳服务,物业服务及管理
000827,玖源集团,化肥及农用化合物
006189,爱得威建设集团,楼宇建造
000565,锦艺集团控股,地产投资
001450,世纪睿科,系统开发及资讯科技顾问
001608,伟能集团,电力
001847,云南建投混凝土,建筑材料
008659,易和国际控股,印刷及包装
008309,万成环球控股,其他支援服务
003100,易方达沪深三,-
008003,世大控股,广告及宣传
007362,未来一倍看空国指,-
000914,海螺水泥,建筑材料
000323,马鞍山钢铁股份,钢铁
006966,中国万桐园,其他支援服务
009996,沛嘉医疗-B,医疗保健设备
007333,南方一倍做空沪深300,-
000390,中国中铁,重型基建
000245,中薇金融,证券及经纪
000987,中国再生能源投资,非传统/可再生能源
007348,XI南方A50,-
001671,天保能源,电力
001280,奇点国际,家居装修零售商
000168,青岛啤酒股份,酒精饮料
006855,亚盛医药-B,生物技术
001179,华住集团-S,酒店及度假村
001778,彩生活,物业服务及管理
003330,灵宝黄金,黄金及贵金属
002060,浦江国际,建筑材料
001548,金斯瑞生物科技,生物技术
000982,华发物业服务,物业服务及管理
006666,恒大物业,物业服务及管理
009698,万国数据-SW,系统开发及资讯科技顾问
000229,利民实业,家庭电器
000980,联华超市,超市及便利店
002588,中银航空租赁,航空服务
006030,中信证券,投资及资产管理
000285,比亚迪电子,电讯设备
002738,华津国际控股,钢铁
006618,京东健康,药品
001978,叙福楼集团,餐饮
008029,太阳国际,证券及经纪
000426,万华媒体,出版
000354,中国软件国际,系统开发及资讯科技顾问
001330,绿色动力环保,环保工程
006049,保利物业,物业服务及管理
001186,中国铁建,重型基建
000374,四洲集团,包装食品
000386,中国石油化工股份,气油生产商
000808,泓富产业信托,房地产信托
008357,REPUBLIC HC,医疗及医学美容服务
000177,江苏宁沪高速公路,铁路及公路
001596,翼辰实业,商业用车及货车
001426,春泉产业信托,房地产信托
001002,威铖国际,工业零件及器材
002686,亚美能源,气油生产商
001238,宝龙地产,地产发展商
006939,美佳音控股,工业零件及器材
006968,港龙中国地产,地产发展商
002728,金泰能源控股,气油生产商
001343,伟源控股,重型基建
001663,汉港控股,地产发展商
000568,山东墨龙,气油设备与服务
001429,天任集团,楼宇建造
003866,青岛银行,银行
000607,丰盛控股,环保工程
002006,锦江资本,酒店及度假村
006918,奇士达,玩具及消闲用品
002230,羚邦集团,影视娱乐
001991,大洋集团,工业零件及器材
001799,新特能源,非传统/可再生能源
001028,千百度,鞋类
001119,创梦天地,软件开发
009992,泡泡玛特,玩具及消闲用品
003047,F山证铁矿石,-
007299,南方两倍做多黄金,-
003813,宝胜国际,服装零售商
001053,重庆钢铁股份,钢铁
000305,五菱汽车,汽车零件
001967,信恳智能,工业零件及器材
008120,国农金融投资,餐饮
001263,柏能集团,电脑及周边器材
001286,鹰普精密,工业零件及器材
006622,兆科眼科-B,药品
009923,移卡,电子商贸及互联网服务
009922,九毛九,餐饮
002160,心通医疗-B,医疗保健设备
000408,叶氏化工集团,特殊化工用品
006055,中烟香港,烟草
007322,XIGX标普,-
003692,翰森制药,药品
000008,电讯盈科,电讯服务
001862,景瑞控股,地产发展商
002840,SPDR金ETF,-
000057,震雄集团,工业零件及器材
003001,PP中地美债,-
001571,信邦控股,汽车零件
008083,中国有赞,电子商贸及互联网服务
006122,九台农商银行,银行
003081,价值黄金,-
001065,天津创业环保股份,水务
001662,义合控股,重型基建
083081,价值黄金-R,-
007522,FI二华夏纳一百,-
000371,北控水务集团,水务
002817,PP长期国债,-
001981,华夏视听教育,影视娱乐
001542,台州水务,水务
000329,东建国际,证券及经纪
001873,维亚生物,生物技术
001463,C-LINK SQ,其他支援服务
000127,华人置业,地产投资
002638,港灯-SS,电力
000837,谭木匠,家具
001988,民生银行,银行
002103,新力控股集团,地产发展商
002488,元征科技,汽车零件
003321,伟鸿集团控股,楼宇建造
007568,FI二南方纳指,-
001999,敏华控股,家具
007331,FI华夏纳一百,-
000746,理文化工,特殊化工用品
001898,中煤能源,煤炭
000696,中国民航信息网络,系统开发及资讯科技顾问
000315,数码通电讯,电讯服务
000895,东江环保,环保工程
001171,兖州煤业股份,煤炭
001708,三宝科技,系统开发及资讯科技顾问
009908,嘉兴燃气,燃气供应
006868,天福,非酒精饮料
001310,香港宽频,电讯服务
001525,建桥教育,教育
009688,再鼎医药-SB,生物技术
002819,ABF港债指数,-
009618,京东集团-SW,电子商贸及互联网服务
006600,赛生药业,药品
000878,金朝阳集团,地产投资
000289,永安百货,多元化零售商
002606,蓝光嘉宝服务,物业服务及管理
083079,中金中国国债-R,-
083168,恒生人币金ETF,-
003141,BMO亚投债,-
003077,PP美国库,-
003011,A工银中金美,-
083053,南方港元货币-R,-
000002,中电控股,电力
000026,中华汽车,地产投资
000050,香港小轮(集团),地产发展商
000114,兴利集团,玩具及消闲用品
000115,钧濠集团,地产发展商
000120,四海国际,地产发展商
000128,安宁控股,服装零售商
000146,太平地毡,纺织品及布料
000156,力宝华润,餐饮
000172,金榜集团,-
000212,南洋集团,地产投资
000224,建生国际,地产投资
000226,力宝,餐饮
000231,平安证券集团控股,证券及经纪
000236,香港生力啤,酒精饮料
000250,中国数码信息,系统开发及资讯科技顾问
000252,华信地产财务,印刷及包装
000253,顺豪控股,酒店及度假村
000258,汤臣集团,地产发展商
000265,东胜旅游,旅游及观光
000266,天德地产,地产投资
000277,太兴置业,地产投资
000287,永发置业,地产投资
000294,长江制衣,服装
000296,英皇娱乐酒店,赌场及博彩
000416,锦州银行,银行
000433,北方矿业,-
000571,丰德丽控股,影视娱乐
001272,大唐环境,环保工程
001341,昊天国际建投,重机械
001420,川控股,楼宇建造
001452,迪诺斯环保,环保工程
001459,巨匠建设,楼宇建造
001460,扬科集团,系统开发及资讯科技顾问
001492,中地乳业,乳制品
001547,IBI GROUP HLDGS,楼宇建造
001556,建业建荣,楼宇建造
001559,均安控股,重型基建
001560,星星地产,地产发展商
001572,中国艺术金融,-
001573,南方能源,煤炭
001577,汇鑫小贷,-
001580,大森控股,林业及木材
001581,进升集团控股,楼宇建造
001583,亲亲食品,包装食品
001629,冠均国际控股,印刷及包装
001633,上谕集团,楼宇建造
001635,大众公用,燃气供应
001637,顺兴集团控股,楼宇建造
001979,天宝集团,电子零件
002031,澳至尊,药品
002120,康宁医院,医疗及医学美容服务
002166,芯智控股,半导体
002278,海蓝控股,地产发展商
003638,华邦金融,电脑及周边器材
003678,弘业期货,证券及经纪
003686,祈福生活服务,综合企业
003773,年年卡,电子商贸及互联网服务
003799,达利食品,包装食品
003893,易纬集团,家具
003963,融众金融,-
003996,中国能源建设,环保工程
006196,郑州银行,银行
006816,瑞港建设,重型基建
008023,邝文记,楼宇建造
008035,骏高控股,航空货运及物流
008056,生活概念,餐饮
008062,俊盟国际,系统开发及资讯科技顾问
008070,侨洋国际控股,工业零件及器材
008161,医汇集团,医疗及医学美容服务
008196,建禹集团,水务
008221,PF GROUP,其他金融
008229,FUTURE DATA,系统开发及资讯科技顾问
008232,CLASSIFIED GP,餐饮
008281,中国金典集团,个人护理
008282,智傲控股,软件开发
008283,正力控股,其他支援服务
008321,泰锦控股,重型基建
008331,倍搏集团,-
008333,阿仕特朗金融,其他金融
008360,利骏集团香港,楼宇建造
008366,浙江联合投资,重型基建
008411,K W NELSON GP,楼宇建造
000278,华厦置业,地产投资
000145,信能低碳,其他支援服务
000247,尖沙咀置业,地产投资
000227,第一上海,证券及经纪
000158,万邦投资,地产投资
000193,冠中地产,地产发展商
000097,恒基发展,其他零售商
000068,利兴发展,投资及资产管理
000194,廖创兴企业,地产发展商
000163,英皇国际,地产投资
000254,国家联合资源,旅游及观光
000112,勒泰集团,地产发展商
000022,茂盛控股,酒店及度假村
000225,博富临置业,地产投资
000237,安全货仓,地产投资
000373,联合集团,-
000281,川河集团,地产发展商
000216,建业实业,地产发展商
000036,远东控股国际,地产投资
000089,大生地产,地产投资
000184,激成投资,酒店及度假村
000207,大悦城地产,地产投资
000141,天禧海嘉控股,地产投资
000269,中国资源交通,铁路及公路
000219,顺豪物业,酒店及度假村
000132,中国兴业控股,综合企业
000032,港通控股,教育
000037,远东酒店实业,地产投资
000091,金禧国际控股,气油生产商
000222,闽信集团,保险
000024,宝威控股,钢铁
000099,王氏国际,电子零件
000075,渝太地产,地产投资
000025,其士国际,综合企业
000180,开达集团,玩具及消闲用品
000105,凯联国际酒店,地产投资
000106,朗诗地产,地产发展商
000519,实力建业,地产发展商
000378,五龙动力,特殊化工用品
000367,庄士机构国际,地产发展商
000028,天安,地产发展商
000186,敏捷控股,消费电子产品
000191,丽新国际,综合企业
000458,联亚集团,服装
000375,YGM贸易,服装
000472,新丝路文旅,酒精饮料
000280,景福集团,珠宝钟表
000263,高富集团控股,证券及经纪
000485,中国华星,消费电子产品
000420,福田实业,纺织品及布料
000279,民众金融科技,-
000147,国际商业结算,地产发展商
000094,绿心集团,林业及木材
000495,百利大,地产投资
000499,青岛控股,地产投资
000155,中国源畅,新能源物料
000174,盛洋投资,投资及资产管理
000167,万威国际,消费电子产品
000508,鼎亿集团投资,地产发展商
000513,恒和集团,珠宝钟表
000118,大同机械,工业零件及器材
000518,同得仕(集团),服装
000532,王氏港建,工业零件及器材
000542,富元国际集团,酒店及度假村
000557,天元医疗,酒店及度假村
000583,长城环亚控股,地产投资
000641,中国恒天立信国际,工业零件及器材
000648,中国华仁医疗-新,医疗保健设备
000668,东银国际控股,-
000662,亚洲金融,保险
000666,新工投资,-
000674,中国唐商,地产投资
000677,金源米业,农产品
000685,世界华文媒体,出版
000697,首程控股,投资及资产管理
000701,北海集团,建筑材料
000704,和嘉控股,煤炭
000715,中泛控股,地产投资
000723,信保环球控股,林业及木材
000726,筑友智造科技,地产发展商
000383,中国医疗网络,医疗及医学美容服务
000730,首长四方,地产投资
000406,有利集团,楼宇建造
000616,高山企业,地产投资
000729,五龙电动车,商业用车及货车
000618,北大资源,地产发展商
000030,万隆控股集团,食品添加剂
000093,添利工业,地产投资
000082,第一视频,电子商贸及互联网服务
000126,佳宁娜,餐饮
000138,中建富通,汽车零售商
000211,大凌集团,证券及经纪
000137,金辉集团,航运及港口
000256,冠城钟表珠宝,珠宝钟表
000275,凯华集团,-
000333,黛丽斯国际,服装
000239,白花油,药品
000450,鸿兴印刷集团,印刷及包装
000103,首长宝佳,商业用车及货车
000491,英皇文化产业,影视娱乐
000608,达利国际,服装
000351,亚洲能源物流,航运及港口
000736,中国置业投资,-
000650,IDG能源投资,气油生产商
000655,香港华人有限公司,地产投资
000684,亚伦国际,家庭电器
000326,中国星集团,影视娱乐
000307,优派能源发展,煤炭
000738,莱尔斯丹,鞋类
000060,香港食品投资,包装食品
000205,财讯传媒,广告及宣传
000601,稀镁科技,-
000611,中国核能科技,非传统/可再生能源
000711,亚洲联合基建控股,重型基建
000342,新海能源,气油生产商
000403,星光集团,印刷及包装
000255,龙记集团,工业零件及器材
000430,东方兴业控股,投资及资产管理
000605,中国金融投资管理,-
000377,中国华君,采购及供应链管理
000603,中油燃气,燃气供应
000079,世纪建业,其他支援服务
000479,华建控股,汽车
000133,招商局中国基金,投资及资产管理
000593,梦东方,地产发展商
000259,亿都(国际控股),消费电子产品
000563,上实城市开发,地产发展商
000498,保华集团,楼宇建造
000600,中国基建投资,气油设备与服务
000397,权威金融,-
000385,建联集团,楼宇建造
000613,梧桐国际,投资及资产管理
000059,天誉置业,地产发展商
000770,沪光国际,投资及资产管理
000330,思捷环球,服装
000428,中国天弓控股,投资及资产管理
000617,百利保控股,酒店及度假村
000645,安域亚洲,煤炭
000988,丝路物流控股,航空货运及物流
000990,荣晖国际,特殊化工用品
000985,中誉集团,铜
000986,中国环保能源,珠宝钟表
000984,永旺,超市及便利店
000993,华融金控,投资及资产管理
000996,嘉年华国际,地产发展商
001001,沪港联合,钢铁
001005,美力时集团,玩具及消闲用品
001010,太睿国际控股,半导体
000139,中达集团控股,证券及经纪
001047,毅兴行,特殊化工用品
001049,时富投资,家居装修零售商
001111,创兴银行,银行
001118,高力集团,建筑材料
001123,中港照相,消费电子产品
001170,信星集团,鞋类
001191,中国中石控股,投资及资产管理
001132,橙天嘉禾,影视娱乐
001203,广南(集团),钢铁
001218,永义国际,地产发展商
001222,宏安集团,地产发展商
001223,新沣集团,服装零售商
001221,信和酒店,酒店及度假村
001188,正道集团,汽车零件
001229,南南资源,煤炭
001200,美联集团,地产代理
000760,新天地产集团,地产发展商
000731,森信纸业集团,纸及纸制品
000370,国华,消费电子产品
000595,先思行,半导体
000539,冠华国际控股,纺织品及布料
001105,星岛,出版
001031,金利丰金融,证券及经纪
000393,旭日企业,服装
000306,冠忠巴士集团,公共运输
000676,创信国际,鞋类
001036,万科海外,地产投资
001120,雅视光学,其他服饰配件
001041,林达控股,投资及资产管理
000725,恒都集团,工业零件及器材
000719,山东新华制药股份,药品
000675,坚宝国际,工业零件及器材
000559,德泰新能源集团,酒店及度假村
001059,看通集团,系统开发及资讯科技顾问
000983,瑞安建业,楼宇建造
001131,鸿宝资源,煤炭
000991,大唐发电,电力
000340,潼关黄金,黄金及贵金属
000876,佳兆业健康,医疗保健设备
000588,北京北辰实业股份,地产发展商
000578,融信资源,煤炭
000560,珠江船务,航运及港口
000554,汉思能源,气油设备与服务
001130,中国环境资源,汽车
000262,迪臣发展国际,地产发展商
000334,华显光电,电脑及周边器材
000979,绿色能源科技集团,新能源物料
001185,中国航天万源,环保工程
001220,志道国际,楼宇建造
000952,中国通海金融,证券及经纪
000938,民生国际,地产发展商
000348,中国智能健康,玩具及消闲用品
000107,四川成渝高速公路,铁路及公路
001004,中国智慧能源,非传统/可再生能源
001064,中华国际,地产投资
000978,招商局置地,地产发展商
000899,亚洲资源,地产投资
000897,位元堂,中医药
000771,自动系统,系统开发及资讯科技顾问
001125,丽丰控股,地产投资
000109,天成国际,-
000727,皇冠环球集团,地产投资
001139,华多利集团,汽车零售商
001159,星光文化,影视娱乐
000908,珠海控股投资,综合企业
001168,百仕达控股,地产投资
001192,泰山石化,商业用车及货车
000693,陈唱国际,汽车零售商
000905,环球大通投资,投资及资产管理
000706,美丽中国控股,林业及木材
000651,中海重工,重机械
000898,万事昌国际,地产投资
000208,保利达资产,地产发展商
000910,中国三迪,地产投资
001225,隆成金融,-
001104,亚太资源,钢铁
000858,精优药业,药品
000143,国安国际,电讯设备
000061,绿领控股,煤炭
001046,寰宇娱乐文化,影视娱乐
000058,新威国际,建筑材料
001114,华晨中国,汽车
000913,合一投资,投资及资产管理
001043,光宇国际集团科技,新能源物料
001097,有线宽频,广播
001079,松景科技,电脑及周边器材
001207,上置集团,地产发展商
000747,渖阳公用发展股份,楼宇建造
008025,亚洲资产,投资及资产管理
000922,安贤园中国,其他支援服务
000768,开明投资,投资及资产管理
000969,华联国际,农产品
000702,中国油气控股,气油生产商
008033,爱达利网络,系统开发及资讯科技顾问
008006,华泰瑞银,出版
000643,恒富控股,服装
002886,滨海投资,燃气供应
008026,朗华国际集团,药品
008009,华夏能源控股,气油生产商
008032,非凡中国,消闲及文娱设施
000927,富士高实业,消费电子产品
000599,怡邦行控股,楼宇建造
000686,北京能源国际,非传统/可再生能源
008007,环球战略集团,铜
008088,汇友生命科学,投资及资产管理
008089,华人策略控股,非酒精饮料
000456,新城市建设发展,地产投资
000859,中昌国际控股,地产投资
000762,中国联通,电讯服务
008048,御德国际控股,系统开发及资讯科技顾问
008108,福泽集团,其他支援服务
000292,泛海酒店,酒店及度假村
008116,中国幸福投资,酒精饮料
000339,核心经济投资,投资及资产管理
008095,北大青鸟环宇,旅游及观光
001009,国际娱乐,地产投资
000111,信达国际控股,投资及资产管理
008086,新维国际控股,电子商贸及互联网服务
000399,领航医药生物科技,个人护理
000007,香港金融集团,地产投资
008103,HMVOD视频,影视娱乐
000188,新华汇富金融,其他金融
000555,御泰中彩控股,赌场及博彩
000335,美建集团,-
000162,世纪金花,多元化零售商
001666,同仁堂科技,中医药
000544,大同集团,航空货运及物流
000627,福晟国际,地产发展商
000380,冠力国际,建筑材料
000698,通达集团,电子零件
000865,建德国际控股,地产发展商
008111,中国科技产业集团,新能源物料
000831,利亚零售,超市及便利店
000381,侨雄国际,玩具及消闲用品
008131,辰罡科技,软件开发
008092,ITE HOLDINGS,系统开发及资讯科技顾问
000809,大成生化科技,化肥及农用化合物
000366,陆氏集团(越南),建筑材料
008045,南大苏富特,系统开发及资讯科技顾问
000362,信阳毛尖,特殊化工用品
001213,万保刚集团,工业零件及器材
008051,讯智海,电脑及周边器材
000721,中国金融国际,投资及资产管理
000673,中国卫生集团,医疗保健设备
000888,贝森金融,广播
000885,仁天科技控股,软件开发
008019,皓文控股,-
000353,能源国际投资,气油设备与服务
008119,即时科研,软件开发
008150,无缝绿色,家具
008022,永耀集团控股,地产发展商
000065,弘海高新资源,煤炭
008076,新利软件,电子商贸及互联网服务
000009,金奥国际,地产发展商
000318,黄河实业,综合企业
008079,易还财务投资,采购及供应链管理
000931,中国天然气,非传统/可再生能源
008082,太阳娱乐集团,影视娱乐
000248,香港通讯国际控股,电讯设备
000690,联康生物科技集团,药品
000629,悦达国际控股,-
008128,中国地热能,环保工程
008055,中国网络信息科技,教育
008169,环康集团,环保工程
002668,百德国际,采购及供应链管理
008021,汇隆控股,楼宇建造
008165,华普智通,-
008178,中国信息科技,系统开发及资讯科技顾问
000310,嘉进投资国际,投资及资产管理
008117,中国基础能源,燃气供应
000100,白马户外媒体,广告及宣传
008066,品创控股,电脑及周边器材
008100,智易控股,电子商贸及互联网服务
008186,脉资资源,林业及木材
000896,兴胜创建,楼宇建造
008123,华亿金控,汽车零售商
001073,大禹金融,化肥及农用化合物
001129,中国水业集团,水务
008109,麒麟集团控股,保险
008166,中国农业生态,采购及供应链管理
001126,德林国际,玩具及消闲用品
000130,慕诗国际,服装
001076,博华太平洋,赌场及博彩
000228,中能控股,气油生产商
008176,超人智能,医疗及医学美容服务
000209,瀛晟科学,玩具及消闲用品
008163,领智金融,个人护理
001161,奥思集团,医疗及医学美容服务
000646,中国环保科技,水务
000223,易生活控股,电子商贸及互联网服务
002389,北控医疗健康,医疗及医学美容服务
008106,升华兰德,软件开发
008143,金威医疗,医疗及医学美容服务
000766,中盈集团控股,-
001198,皇朝家居,家具
008198,乐透互娱,系统开发及资讯科技顾问
000183,宏辉集团,地产发展商
000169,万达酒店发展,酒店及度假村
000356,鼎立资本,投资及资产管理
008126,G.A.控股,汽车零售商
008189,泰达生物,化肥及农用化合物
002323,融科控股,工业零件及器材
000950,李氏大药厂,药品
000775,长江生命科技,药品
